"Month","mu","li","ui","xi","yi","Source","Count"
94,0.452597963912685,0.235381718148692,0.676899830353206,0.373749110003438,0.530229931116114,"Ruminants",16
95,0.495578634586702,0.244654319992989,0.743935129760257,0.409437256216081,0.58030106178219,"Ruminants",11
96,0.457912047017488,0.209554594192625,0.710096627285692,0.36862296344041,0.546663425648214,"Ruminants",10
97,0.606814872193207,0.342601027686317,0.859676556715334,0.51666674840209,0.700820553507261,"Ruminants",14
98,0.547963829264853,0.291064034873024,0.803627788328822,0.456188085357287,0.639467778153908,"Ruminants",4
99,0.446974794539163,0.193964006302299,0.704707673383437,0.359072648187148,0.534833481305636,"Ruminants",8
100,0.487968123928933,0.197285057540975,0.795640994299989,0.382690708965387,0.59086254090022,"Ruminants",1
101,0.453406209390299,0.187046562732052,0.726844294741798,0.355859216895949,0.54852134635867,"Ruminants",3
102,0.653999380378402,0.39854910695408,0.880972351568664,0.565212841615858,0.74879553219532,"Ruminants",10
103,0.45204215824618,0.222690361054817,0.683235507513894,0.369124511621544,0.533046934132338,"Ruminants",17
104,0.548529770286739,0.319505003077271,0.778189427415702,0.465710819996151,0.632726380146492,"Ruminants",12
105,0.49865778377979,0.272812907340362,0.726398223137612,0.419099102559623,0.578320919528409,"Ruminants",17
106,0.351394676263534,0.110186588717947,0.605471186582579,0.260044593372123,0.441340256067516,"Ruminants",13
107,0.406284643303036,0.218402283807165,0.603016566919058,0.33699384543511,0.472572558171806,"Ruminants",23
108,0.212382716442618,0.0593643284098995,0.420645241864057,0.139635596788474,0.274672911657458,"Ruminants",29
109,0.470228302765807,0.220544656271503,0.726922543840449,0.378838845509811,0.560386628092886,"Ruminants",15
110,0.402953738050815,0.172568033325933,0.633206729639942,0.323159375903052,0.482833490302571,"Ruminants",15
111,0.585775278193554,0.361531561326724,0.800617084357527,0.510091701897003,0.66386716646532,"Ruminants",16
112,0.581424290304125,0.29063811380155,0.869562574988968,0.475341622317189,0.687256591356333,"Ruminants",3
113,0.551169991519189,0.270761402397037,0.836843859639228,0.453229203561433,0.648054250109695,"Ruminants",5
114,0.586992330599048,0.336502732924964,0.834593613493975,0.496650754126822,0.679489888068112,"Ruminants",9
115,0.455884994593133,0.211458789781644,0.698987581606958,0.368870943740087,0.541385782000826,"Ruminants",12
116,0.53143826400434,0.328430145936872,0.734303103608653,0.459269914846025,0.603732582162876,"Ruminants",18
117,0.674532519994713,0.434691818652651,0.889695413939102,0.593669927274781,0.759705020707889,"Ruminants",13
118,0.405087396875492,0.178698758726972,0.633925654998065,0.325391321801923,0.486666377487832,"Ruminants",14
119,0.394169774188609,0.177812219180978,0.623166053142621,0.315715761310953,0.471744148805527,"Ruminants",20
120,0.438016383967636,0.226036457327345,0.662479905295606,0.360878170932613,0.513418267589199,"Ruminants",15
121,0.344577507872049,0.117962847289239,0.588309018050275,0.257730772247167,0.427240653944092,"Ruminants",9
122,0.4365888926941,0.203253505455526,0.678920442217791,0.352118170603463,0.519446713524393,"Ruminants",11
123,0.422402318114224,0.183172205364302,0.679307699410226,0.335465160089353,0.507760035429659,"Ruminants",9
124,0.533200208648393,0.24149183219618,0.837114253064247,0.425934481734906,0.6388267510446,"Ruminants",2
125,0.444507160810058,0.15754647886226,0.734054658791427,0.341556923379759,0.547538427957802,"Ruminants",3
126,0.411100029743902,0.162950780500799,0.664618842895281,0.320982012566445,0.501412158473337,"Ruminants",5
127,0.437812388640857,0.173842084652863,0.700427658861898,0.343694870565922,0.53028881880138,"Ruminants",6
128,0.478845197964405,0.20376494101082,0.750930252697099,0.383023438555065,0.574400858962806,"Ruminants",9
129,0.527112353265785,0.323472038839042,0.729098858090468,0.456142819746508,0.599087642669212,"Ruminants",18
130,0.477858539556141,0.23472704695838,0.726064268656547,0.39070053171355,0.563177611346732,"Ruminants",7
131,0.473655733297771,0.276795106248181,0.676030583821162,0.401710026323336,0.543674891653116,"Ruminants",27
132,0.286466802745052,0.106928398943431,0.525117399686642,0.205402369626515,0.356792285432855,"Ruminants",16
1,0.00189132734037307,1.11758942425548e-05,0.0116610639516467,0.00017310368611976,0.00203054318499465,"Water",0
2,0.00186919380313221,1.03706861565043e-05,0.0108587695857041,0.000177931883501151,0.00206952650546496,"Water",4
3,0.00208133230950468,1.22009883355528e-05,0.0126152417608496,0.000198715230126274,0.00223132027796958,"Water",5
4,0.00183091044453489,1.05222873206243e-05,0.0109090961251395,0.00017595166664254,0.00197593968889678,"Water",7
5,0.00233551995321811,1.2349995320841e-05,0.0142417287924768,0.0002129071141198,0.00249277784792256,"Water",16
6,0.00189344508963441,1.06082110461462e-05,0.0110458058469659,0.000184601867037574,0.00207227780298867,"Water",5
7,0.00182825722076186,1.0372632804365e-05,0.0109965511108506,0.000173841935089656,0.00201577861091403,"Water",5
8,0.00174440662883507,1.03654958746534e-05,0.0103579708179909,0.000170656530422627,0.00188410209770049,"Water",12
9,0.00200236101363188,1.16582221622086e-05,0.0121147340942176,0.000190219473386558,0.00218439782973371,"Water",12
10,0.00201496860996288,1.16881099316467e-05,0.012372030166393,0.000194849515057709,0.0022143161284803,"Water",16
11,0.00201861539363691,1.26435871368417e-05,0.011928730970195,0.000200176388166665,0.00223784226952478,"Water",37
12,0.00172883592484842,1.01007499520739e-05,0.0106367369604168,0.000166653589610726,0.00187633903810912,"Water",24
13,0.00211556315177034,1.19957119339428e-05,0.0125145423564303,0.000208292808932428,0.00230444877139943,"Water",20
14,0.00174763311194091,1.03096181185092e-05,0.0107474689669335,0.000170457843899944,0.00192241005396051,"Water",16
15,0.00196076298649138,1.1279395674111e-05,0.0116878045165923,0.000187299565065065,0.00214072808366843,"Water",16
16,0.00187668964950161,1.07309457675589e-05,0.0112109823015697,0.000181578191663755,0.00203870806074938,"Water",9
17,0.00185075134320545,1.12181063149242e-05,0.0112511575998509,0.000180220169713452,0.00204709793034015,"Water",24
18,0.00180090634319374,1.04529614897708e-05,0.0104921578319589,0.000175177576783453,0.00199470312044545,"Water",23
19,0.00161371814336503,9.03603827939838e-06,0.0097106961119864,0.000151508568370315,0.00174297012127637,"Water",14
20,0.0018900633060652,1.09965799292342e-05,0.011374446603191,0.000186584371125485,0.00209749805863432,"Water",15
21,0.00191079971042552,1.05918238916255e-05,0.0118120363415797,0.00018553756272364,0.0020629585864226,"Water",10
22,0.00202312805771801,1.16594115342643e-05,0.0121303603171349,0.000192830827161629,0.00221109917458091,"Water",11
23,0.00177317839077548,9.24135300422989e-06,0.0110716058984905,0.000163591142162328,0.00190366975593433,"Water",23
24,0.00148357073288682,8.25164188845281e-06,0.00893296029949268,0.000136088639127848,0.00158903276428338,"Water",29
25,0.0015893287411157,8.81805487947698e-06,0.00926911264760652,0.000154794822280935,0.00176357543920014,"Water",28
26,0.00148794343465069,7.30220990871908e-06,0.00925507500913763,0.000137443602420016,0.00159307508919292,"Water",17
27,0.00192199209805404,1.07464115760796e-05,0.0113362385196113,0.000183994083573161,0.00211578393116484,"Water",10
28,0.00180883455202263,1.05624495508589e-05,0.0105460769021223,0.000171160009275706,0.0019562295444018,"Water",9
29,0.00200685871799728,1.14817724520607e-05,0.0120359975471043,0.000189112486095514,0.00219663848492455,"Water",17
30,0.0018826846032621,1.07316270761586e-05,0.0110815323757383,0.000183493119511858,0.00208657904793802,"Water",14
31,0.00200662496706108,1.26327945425922e-05,0.0118871116891762,0.000191876082026784,0.00217100929273581,"Water",16
32,0.00190850100751414,1.10024262440165e-05,0.0115766758172936,0.000183142129124296,0.00206790544915248,"Water",6
33,0.00226972927323031,1.22405116052222e-05,0.0141301933099319,0.000198461816941074,0.0023321850589895,"Water",9
34,0.00173073264911536,1.0339876883946e-05,0.0101834117743634,0.000169064590733713,0.00190673259204238,"Water",18
35,0.00183290662620236,1.13023517734966e-05,0.0112288259092337,0.000182412196288288,0.00200957888880099,"Water",30
36,0.00172774700680574,9.31284686002979e-06,0.0105124313128795,0.000163853390861838,0.00187385159557842,"Water",26
37,0.00171914631465277,1.1733653984375e-05,0.0107365264201392,0.000155820187363705,0.00182332774148771,"Water",4
38,0.00176539098246812,1.16408349195793e-05,0.0111345623758803,0.000161627182547591,0.00187858242809647,"Water",4
39,0.001701450383207,1.09686612686174e-05,0.010817459399435,0.000153830110164789,0.00180862774224715,"Water",4
40,0.0017626921923716,1.18317213615803e-05,0.0110067644826346,0.00016105630162214,0.00182957613668188,"Water",4
41,0.00171922952126379,1.14248352137933e-05,0.010605626691446,0.000152629986619395,0.00181054981845214,"Water",3
42,0.0017142049268885,1.13452280504559e-05,0.0107138284184858,0.000156937743861967,0.00179530988700414,"Water",3
43,0.00172210137069192,1.09900993991058e-05,0.0106043997823572,0.00015848949372772,0.00180686684784885,"Water",6
44,0.00140154771496094,8.47624873037131e-06,0.00890912176852977,0.000115101539938755,0.00141899197155379,"Water",27
45,0.00170812712819332,1.14663438012366e-05,0.0107696277475642,0.000153652528261311,0.00178658079598653,"Water",12
46,0.0017323990812475,1.13915908820118e-05,0.0108929878868829,0.000157325922296699,0.0018659014838745,"Water",4
47,0.00172287837400014,1.1224214395887e-05,0.0106853063493721,0.00015555544345028,0.00179324405267929,"Water",6
48,0.00169198397643556,1.1681632709694e-05,0.0105585122438121,0.000155188258185369,0.00181688962280849,"Water",14
49,0.00162091147865746,9.59193125852315e-06,0.0102792809514849,0.000139666323202444,0.00167559508034187,"Water",15
50,0.00170206770832806,1.05169912951721e-05,0.0105897707076323,0.000150613181906743,0.0018255263208632,"Water",5
51,0.00170864238932988,1.10796914868446e-05,0.0103568004123204,0.000160409115823288,0.00180908517166543,"Water",6
52,0.00174592336801915,1.18298636974122e-05,0.0109317896070763,0.000159016958135263,0.00186354239455503,"Water",7
53,0.0017182318198948,1.11593588731528e-05,0.0107068115678889,0.00015543546373824,0.00182972796438208,"Water",5
54,0.00189743788645466,1.30562923286116e-05,0.0116419033074147,0.000175874710159844,0.00201532920014109,"Water",9
55,0.00179215401289388,1.14636664886612e-05,0.0109512903988152,0.000159331803826716,0.00190443707447846,"Water",5
56,0.00177733943166986,1.17572141370428e-05,0.0109880384846316,0.000163233089215926,0.00189725888239478,"Water",9
57,0.00191388125159042,1.26058498191088e-05,0.0114276980670097,0.000178156960313722,0.00203341986073171,"Water",7
58,0.00168160140366887,1.11799633451365e-05,0.0106025801007827,0.000152976222596407,0.00179541287489547,"Water",13
59,0.00168085034292474,1.10293275220309e-05,0.0104928473803977,0.000157964154188091,0.00179893489106613,"Water",7
60,0.00157606687866584,1.00118016725187e-05,0.0100601912147182,0.000137349128280605,0.00164728007895359,"Water",18
61,0.00188433052872483,1.28919800558461e-05,0.011957784626144,0.000172863084528103,0.00199876676240603,"Water",13
62,0.00177082907788438,1.16549168240966e-05,0.0112998383803227,0.000163671702308766,0.00184821757742094,"Water",16
63,0.00172213896319482,1.22734730059791e-05,0.0104676543934057,0.000157559742791541,0.00185842248795383,"Water",16
64,0.00167327749519535,1.08503502375997e-05,0.010623866548431,0.000150031462375207,0.00174509394479651,"Water",8
65,0.00167682668257948,9.46362015389462e-06,0.0103167943525801,0.000147940389904602,0.00171912313023175,"Water",12
66,0.00168560019691539,1.10132250438931e-05,0.0106904635015723,0.000154974703265749,0.00179180354849632,"Water",9
67,0.00175107716262832,1.21551009122887e-05,0.010790701325929,0.00015846834983853,0.00185389589642372,"Water",12
68,0.00170010998350268,1.16038662921404e-05,0.0107034643431018,0.000160085974538313,0.00180504795367524,"Water",11
69,0.00171461738211069,1.22717588247126e-05,0.0108049972995279,0.000158241218870884,0.0018630370004151,"Water",11
70,0.00175037497510499,1.16888062139016e-05,0.0111034049959506,0.000164173483252064,0.00183702436864916,"Water",6
71,0.001722644449926,1.17025277258618e-05,0.0112380577887608,0.000163045205211618,0.00183134887879602,"Water",12
72,0.0017025524375329,1.05039155433015e-05,0.0105927034018135,0.000145195095957663,0.00174205821770916,"Water",9
73,0.0017287102637023,1.1202569289095e-05,0.0104685361939274,0.000156018200207003,0.00186625705701921,"Water",8
74,0.00172801123313013,1.12134543151299e-05,0.0106585385750129,0.000158739655429685,0.00185843476170966,"Water",8
75,0.00169407688082467,1.09782871090226e-05,0.0105907790745359,0.000154074572546134,0.00178021307933804,"Water",9
76,0.00190680106739856,1.31629317810386e-05,0.0121843775788448,0.000176455975582108,0.00201350237170848,"Water",4
77,0.00176005567950482,1.10308204859194e-05,0.0113553717390752,0.000151686954070827,0.00179750402786666,"Water",11
78,0.00162028599814984,1.02083440070767e-05,0.0102181676762976,0.000144949827491759,0.00172394671259586,"Water",16
79,0.00187727576917217,1.30076701517646e-05,0.0121122062838067,0.00017536070538188,0.0020020864464672,"Water",14
80,0.00189940400497272,1.29289748010346e-05,0.0121940514021454,0.000175987102996804,0.00204381696476235,"Water",10
81,0.00174253180597751,1.17463686437603e-05,0.0108752186252329,0.000161827473701081,0.00183023785561821,"Water",8
82,0.00177868977912791,1.18052139624484e-05,0.0110549857336118,0.000161322739217972,0.00187533496871348,"Water",10
83,0.00188652044109884,1.26987535301953e-05,0.0115803759919383,0.000176392727574651,0.00201715325857491,"Water",17
84,0.00170482075857512,1.12416140603562e-05,0.0104301353962659,0.000157048451343526,0.00179439634561855,"Water",10
85,0.00180220140123783,1.14047424274516e-05,0.0113499519394343,0.000164971005777856,0.00187758081688519,"Water",9
86,0.00184397992288841,1.21498523175033e-05,0.0115402274307782,0.00017211202575662,0.00194229434584578,"Water",11
87,0.00174842598089426,1.17594743246976e-05,0.0109027924202491,0.000162067761010275,0.0018512905983108,"Water",10
88,0.00171483574738561,1.08842868591789e-05,0.0108048465986783,0.000148705384199814,0.00176869134375383,"Water",3
89,0.00175676220219546,1.19422130762934e-05,0.0110746448307009,0.000161504732086364,0.00186438991937629,"Water",6
90,0.00165667889627662,8.94128472389848e-06,0.0103809026411933,0.000138828896275221,0.00168032270076706,"Water",8
91,0.0017970841957112,1.26257054315451e-05,0.0111676755288826,0.000167763771417869,0.00192915269544432,"Water",8
92,0.00179277557589105,1.18936179442373e-05,0.0113307686750086,0.000165943525118889,0.00188100914559497,"Water",10
93,0.00186801839642828,1.19829949620484e-05,0.011481617255129,0.000172556859936546,0.00198294532247843,"Water",15
94,0.00179122254566264,1.15378721324139e-05,0.01157735663388,0.000165078486919659,0.00190686237375313,"Water",16
95,0.00176798106312068,1.15219919666461e-05,0.0110420947212211,0.000161785878690026,0.00187969309994465,"Water",11
96,0.00196432606346973,1.28125904440703e-05,0.0122388235711175,0.000184305741751848,0.00211282314632305,"Water",10
97,0.00167525552744704,1.0849451169966e-05,0.0105089758798025,0.000149386273957965,0.00176081978131218,"Water",14
98,0.00171370937024661,1.12201611822328e-05,0.0107554304461232,0.000157590294610648,0.00182699285099486,"Water",4
99,0.00173402587381496,1.12224103758402e-05,0.0107111998694496,0.000159317414136518,0.00182622222257245,"Water",8
100,0.00175705591479106,1.10892833214104e-05,0.011002953057622,0.0001581305919123,0.00184381759534814,"Water",1
101,0.0017418750282431,1.19528396155879e-05,0.0110428678907053,0.000161613705232393,0.00185735560006167,"Water",3
102,0.00194545883629844,1.1992590432669e-05,0.0123103542561289,0.000176187235143106,0.00204354454009824,"Water",10
103,0.00200096183843966,1.31669355662584e-05,0.012598669724878,0.000190931825522546,0.00214455753331402,"Water",17
104,0.0020627283060749,1.31968292204279e-05,0.0126303756681355,0.000191276523519344,0.00216183129360905,"Water",12
105,0.00173260388246911,1.14195856728977e-05,0.01090257914659,0.000159257007533904,0.00185200081249341,"Water",17
106,0.00166336286151153,1.05397317482022e-05,0.0105110132522608,0.000144722899414683,0.00173000135126459,"Water",13
107,0.00185454144415733,1.21738886264594e-05,0.0113934744836933,0.000172867555898127,0.00198678535710293,"Water",23
108,0.00161485106954257,8.30357033899576e-06,0.0104405786257942,0.000122330344687727,0.00161432429066384,"Water",29
109,0.00178719164593744,1.18404637725031e-05,0.0111025720999627,0.00016531421595348,0.0018899523256356,"Water",15
110,0.0017020355611551,1.14456866957611e-05,0.0106919607150648,0.000157696857323013,0.00181639690488668,"Water",15
111,0.00194174200823108,1.33682105768235e-05,0.0119491377204694,0.00018268537338055,0.00208769947187098,"Water",16
112,0.00173118891962706,1.08264166297153e-05,0.010935897346008,0.000153376627653423,0.00181310022762166,"Water",3
113,0.00173410996592665,1.19093611874953e-05,0.0108944308010347,0.000154842210902358,0.00182160517200924,"Water",5
114,0.00168014074743136,1.11130933456697e-05,0.0105250403303517,0.00014926166365626,0.00177394405453318,"Water",9
115,0.00189635822056892,1.28370965363822e-05,0.012089496547055,0.000173991862952267,0.00201652205654447,"Water",12
116,0.00174629964040546,1.20737047247472e-05,0.0109182998977482,0.000160944862465214,0.00185406244510513,"Water",18
117,0.00155579034121111,9.81470957797614e-06,0.00998567649058706,0.000134375550394319,0.00160685531415459,"Water",13
118,0.00182346238098203,1.2287798293695e-05,0.0115380604183445,0.000167258414622099,0.00193666270618517,"Water",14
119,0.00166746204322799,1.16834890224748e-05,0.0101517745507677,0.000153871025311772,0.00177052768750802,"Water",20
120,0.00174111819637005,1.19203946872073e-05,0.0108377227048129,0.000163742318738941,0.00185539295187084,"Water",15
121,0.00170086228934028,1.07947592742653e-05,0.0107952567511419,0.000153069800956134,0.00178370779925932,"Water",9
122,0.00193127977789879,1.2651669945636e-05,0.0123683593171759,0.000173730472297742,0.00202407536611322,"Water",11
123,0.00186624037820233,1.26264678272415e-05,0.011497474787076,0.000169191627564947,0.00200366779376245,"Water",9
124,0.00174264107901723,1.09230411117091e-05,0.0107200210306085,0.000158996946650526,0.00178481506633198,"Water",2
125,0.00174678305022242,1.12225759401403e-05,0.0106484876745483,0.000158086396715761,0.00187104705926214,"Water",3
126,0.00172306928111283,1.1600599345591e-05,0.0106560321336136,0.000155050898196697,0.00182005250259974,"Water",5
127,0.00173350197945359,1.15839282073368e-05,0.0110117737443363,0.000157241006958605,0.0018446628407669,"Water",6
128,0.00171992687814478,1.14686567047534e-05,0.0104445610919871,0.000158092514879478,0.00183101603907379,"Water",9
129,0.00173718109535835,1.20458962162468e-05,0.0107662646281558,0.000163560296564792,0.00184706564000061,"Water",18
130,0.00182590758427905,1.18270973815506e-05,0.0117230342263489,0.000163706966533742,0.00191254417706093,"Water",7
131,0.00186471949303017,1.28467762457996e-05,0.0115150932068488,0.000174031990516317,0.00198125706967054,"Water",27
132,0.00169073578155233,1.07474571210247e-05,0.0105406012025074,0.000147393238012879,0.0017662102829014,"Water",16
